,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
3825,3826,118.0,0.0,USA,4700000.0,1705139.0,4695,69.0,130.0,0,7.0,968.0,733.0,339.0,2545,6.7,Good
3226,3227,90.0,0.0,UK,5000000.0,136432.0,31890,194.0,200.0,0,76.0,798.0,769.0,345.0,2217,6.6,Good
1833,1834,133.0,1.0,USA,26000000.0,109243478.0,313797,546.0,217.0,0,0.0,7000.0,966.0,218.0,8341,7.1,Good
4335,4336,91.0,3.0,USA,2000000.0,,3605,20.0,12.0,0,10.0,924.0,472.0,293.0,2654,5.7,Fair
1420,1421,109.0,1.0,USA,33000000.0,61280963.0,79877,677.0,225.0,0,763.0,812.0,551.0,311.0,2474,6.3,Good
4538,4539,86.0,0.0,UK,1000000.0,14564027.0,76407,335.0,203.0,0,385.0,266.0,209.0,100.0,673,7.0,Good
3270,3271,104.0,3.0,UK,6000000.0,2600000.0,11612,88.0,56.0,0,12.0,21000.0,1000.0,1000.0,23962,7.5,Good
4361,4362,96.0,4.0,USA,1800000.0,,22764,91.0,62.0,511,88.0,595.0,356.0,196.0,1432,5.5,Fair
1948,1949,97.0,1.0,USA,25000000.0,23527955.0,74691,165.0,213.0,0,41.0,11000.0,673.0,619.0,12841,6.4,Good
2841,2842,107.0,5.0,USA,13000000.0,44726644.0,42614,120.0,50.0,0,58.0,549.0,439.0,316.0,1747,6.8,Good
453,454,91.0,1.0,USA,75000000.0,128200012.0,103022,269.0,163.0,0,77.0,1000.0,311.0,208.0,1804,6.3,Good
4759,4760,95.0,0.0,UK,500000.0,,1006,11.0,48.0,808,3.0,30.0,27.0,25.0,119,7.3,Good
227,228,77.0,0.0,USA,120000000.0,64736114.0,36471,69.0,71.0,459,50.0,886.0,799.0,537.0,2682,5.4,Fair
3526,3527,93.0,2.0,UK,,518134.0,21243,66.0,151.0,0,47.0,554.0,524.0,13.0,1105,6.2,Good
4279,4280,98.0,1.0,UK,2000000.0,7369373.0,4288,74.0,65.0,0,85.0,265.0,194.0,186.0,901,5.7,Fair
1219,1220,137.0,0.0,USA,65000000.0,115603980.0,103589,351.0,322.0,35000,11000.0,769.0,698.0,465.0,2938,7.2,Good
1974,1975,127.0,7.0,Chile,26000000.0,12188642.0,21098,56.0,120.0,0,36.0,562.0,499.0,399.0,2230,6.9,Good
2866,2867,82.0,0.0,Canada,13000000.0,9975684.0,20033,117.0,32.0,679,799.0,721.0,359.0,294.0,1805,6.4,Good
3170,3171,95.0,0.0,USA,10000000.0,7563670.0,21268,53.0,100.0,518,4.0,939.0,702.0,655.0,3651,5.2,Fair
3403,3404,113.0,6.0,UK,7200000.0,1094798.0,11158,73.0,163.0,0,13.0,5000.0,629.0,594.0,7692,7.2,Good
4379,4380,88.0,0.0,USA,1700000.0,,23268,95.0,80.0,794,88.0,595.0,70.0,67.0,941,6.1,Good
2298,2299,154.0,0.0,USA,20000000.0,,3454,64.0,15.0,548,189.0,683.0,641.0,388.0,2172,7.0,Good
1760,1761,115.0,0.0,Japan,30000000.0,,8227,28.0,62.0,0,21.0,173.0,59.0,47.0,386,6.5,Good
2972,2973,123.0,1.0,UK,12000000.0,15294553.0,202341,391.0,274.0,105000,628.0,565.0,555.0,171.0,1595,7.8,Good
4111,4112,99.0,5.0,USA,,1007535.0,7625,54.0,152.0,0,89.0,962.0,476.0,322.0,2452,5.7,Fair
4479,4480,92.0,0.0,USA,1250000.0,,11047,116.0,74.0,1000,83.0,469.0,79.0,48.0,683,7.1,Good
2553,2554,130.0,2.0,USA,16000000.0,28734552.0,9566,81.0,41.0,1000,309.0,939.0,881.0,522.0,3107,6.4,Good
3698,3699,87.0,0.0,USA,5000000.0,64267897.0,67992,327.0,106.0,0,79.0,608.0,362.0,218.0,1770,6.6,Good
3997,3998,96.0,2.0,USA,3500000.0,9449219.0,13949,98.0,43.0,453,0.0,385.0,356.0,111.0,995,6.1,Good
1195,1196,134.0,0.0,USA,40000000.0,102310175.0,64989,279.0,300.0,40000,0.0,1000.0,575.0,336.0,2676,7.8,Good
361,362,88.0,0.0,USA,90000000.0,120618403.0,171792,222.0,143.0,12000,7.0,2000.0,500.0,484.0,4478,7.5,Good
3888,3889,93.0,0.0,USA,4000000.0,39200000.0,192940,491.0,154.0,0,11000.0,11000.0,636.0,629.0,12691,8.1,Excellent
1123,1124,220.0,2.0,USA,57000000.0,15527125.0,11388,183.0,85.0,652,0.0,13000.0,861.0,820.0,15006,5.8,Fair
4386,4387,126.0,10.0,USA,1644736.0,,17799,133.0,51.0,0,964.0,319.0,302.0,275.0,1363,8.0,Good
4897,4898,66.0,1.0,USA,200000.0,,4152,59.0,35.0,328,16.0,418.0,85.0,28.0,583,6.5,Good
2885,2886,118.0,4.0,USA,13000000.0,1150403.0,14143,102.0,129.0,0,41.0,2000.0,812.0,442.0,3474,7.1,Good
2203,2204,143.0,3.0,France,25000000.0,34300771.0,243799,908.0,285.0,0,0.0,11000.0,119.0,51.0,11248,7.5,Good
597,598,124.0,0.0,USA,75000000.0,78120196.0,103241,742.0,141.0,5000,130.0,4000.0,973.0,841.0,6181,7.1,Good
2260,2261,84.0,0.0,USA,20000000.0,15712072.0,13210,138.0,77.0,269,2.0,787.0,555.0,472.0,2915,5.8,Fair
2112,2113,104.0,0.0,USA,22000000.0,5974653.0,2253,111.0,18.0,158,53.0,2000.0,595.0,576.0,4221,4.1,Fair
173,174,115.0,3.0,USA,120000000.0,292298923.0,185394,329.0,322.0,65000,386.0,21000.0,17000.0,12000.0,59177,5.5,Fair
1815,1816,111.0,1.0,Australia,27000000.0,14337579.0,156929,624.0,222.0,14000,295.0,3000.0,882.0,531.0,4696,7.7,Good
1663,1664,28.0,2.0,USA,,,135643,145.0,52.0,0,,680.0,638.0,576.0,2867,8.5,Excellent
1560,1561,90.0,1.0,Ireland,28000000.0,17848322.0,18771,102.0,90.0,702,29.0,638.0,160.0,142.0,961,5.9,Fair
848,849,105.0,2.0,USA,55000000.0,93815117.0,68417,242.0,114.0,0,61.0,5000.0,827.0,708.0,7184,5.1,Fair
2490,2491,110.0,2.0,USA,17500000.0,19179969.0,54710,177.0,91.0,0,422.0,33000.0,459.0,422.0,35345,6.3,Good
2229,2230,109.0,3.0,Hungary,20000000.0,23179303.0,32951,44.0,94.0,6000,15.0,3000.0,775.0,350.0,4257,5.8,Fair
4135,4136,100.0,0.0,Italy,3000000.0,,118,1.0,2.0,32,3.0,1000.0,810.0,382.0,2890,5.1,Fair
4238,4239,115.0,0.0,USA,,510092.0,29424,336.0,76.0,0,184.0,730.0,648.0,551.0,3293,7.0,Good
3049,3050,84.0,1.0,USA,11000000.0,13592872.0,10777,79.0,58.0,671,71.0,8000.0,723.0,553.0,10982,5.1,Fair
160,161,121.0,0.0,USA,139000000.0,403706375.0,544665,2012.0,291.0,5000,0.0,24000.0,11000.0,4000.0,40484,7.3,Good
2341,2342,30.0,4.0,UK,,,18,,,0,,310.0,11.0,9.0,344,7.2,Good
2077,2078,114.0,0.0,USA,25000000.0,71975611.0,209396,580.0,314.0,11000,101.0,129.0,25.0,23.0,214,6.8,Good
4485,4486,100.0,0.0,USA,1200000.0,18488314.0,76151,333.0,100.0,0,422.0,816.0,577.0,422.0,2893,7.1,Good
1779,1780,117.0,4.0,USA,21000000.0,28563179.0,72693,199.0,222.0,0,115.0,3000.0,327.0,97.0,3681,6.9,Good
2108,2109,100.0,1.0,USA,22000000.0,19783777.0,82804,154.0,203.0,15000,39.0,26000.0,11000.0,798.0,39989,6.5,Good
4954,4955,111.0,0.0,USA,100000.0,10174663.0,12399,382.0,31.0,0,589.0,589.0,150.0,51.0,916,6.7,Good
2703,2704,116.0,0.0,USA,15000000.0,9396487.0,52421,200.0,197.0,0,153.0,3000.0,788.0,539.0,5012,7.0,Good
1814,1815,94.0,1.0,West Germany,27000000.0,,99557,284.0,99.0,21000,249.0,523.0,312.0,271.0,1560,7.4,Good
4496,4497,83.0,1.0,USA,,,1047,25.0,7.0,548,9.0,94.0,62.0,51.0,293,6.5,Good
4091,4092,90.0,0.0,USA,,4033268.0,9808,53.0,133.0,0,132.0,1000.0,864.0,547.0,3692,6.6,Good
489,490,117.0,2.0,USA,,27779888.0,55913,182.0,95.0,0,93.0,12000.0,1000.0,904.0,14831,6.9,Good
4781,4782,82.0,6.0,USA,500000.0,,53,5.0,1.0,62,5.0,472.0,251.0,237.0,1752,4.3,Fair
932,933,115.0,1.0,USA,50000000.0,135014968.0,80580,375.0,55.0,0,293.0,49000.0,22000.0,878.0,74382,6.7,Good
3879,3880,98.0,0.0,USA,4200000.0,,59254,726.0,57.0,0,197.0,755.0,632.0,578.0,2553,5.2,Fair
4851,4852,113.0,5.0,USA,250000.0,12006514.0,114070,500.0,147.0,0,0.0,13000.0,1000.0,781.0,15765,7.3,Good
4833,4834,88.0,0.0,USA,300000.0,,554,23.0,20.0,92,5.0,795.0,659.0,301.0,1884,5.2,Fair
193,194,107.0,1.0,USA,135000000.0,77564037.0,177383,447.0,440.0,44000,14000.0,2000.0,871.0,845.0,4631,7.4,Good
4502,4503,85.0,10.0,USA,1200000.0,7826.0,132,2.0,17.0,87,0.0,49000.0,931.0,924.0,54484,6.2,Good
4866,4867,75.0,1.0,USA,,47111.0,1227,11.0,27.0,62,269.0,100.0,8.0,7.0,127,6.8,Good
2792,2793,93.0,0.0,USA,8500000.0,15171475.0,19805,122.0,73.0,0,85.0,1000.0,855.0,514.0,2777,5.7,Fair
4459,4460,120.0,0.0,USA,,,3405,13.0,13.0,533,,416.0,0.0,,416,7.3,Good
2086,2087,84.0,1.0,USA,22000000.0,55762229.0,47383,132.0,75.0,1000,42.0,436.0,241.0,182.0,1203,4.8,Fair
276,277,97.0,0.0,USA,105000000.0,104374107.0,89351,214.0,228.0,5000,63.0,852.0,578.0,525.0,2480,7.1,Good
745,746,146.0,2.0,USA,70000000.0,77862546.0,266310,690.0,171.0,14000,12000.0,18000.0,992.0,451.0,20454,7.7,Good
1695,1696,96.0,2.0,USA,30000000.0,14208384.0,11520,105.0,73.0,625,0.0,372.0,206.0,130.0,977,5.6,Fair
1943,1944,106.0,3.0,UK,23000000.0,15785632.0,32507,119.0,216.0,15000,452.0,20000.0,732.0,141.0,21195,7.5,Good
3615,3616,96.0,0.0,Ireland,6000000.0,5359774.0,64794,131.0,261.0,17000,51.0,3000.0,482.0,28.0,3569,7.3,Good
2126,2127,119.0,0.0,USA,25000000.0,49024969.0,133367,363.0,299.0,0,209.0,1000.0,896.0,521.0,3284,7.3,Good
3938,3939,99.0,3.0,UK,3000000.0,302204.0,6705,53.0,43.0,167,13.0,419.0,254.0,159.0,975,6.6,Good
4758,4759,98.0,1.0,China,3000000.0,,2097,9.0,11.0,23,0.0,4.0,4.0,0.0,8,7.7,Good
4390,4391,84.0,0.0,USA,2000000.0,6026908.0,536,13.0,16.0,43,11.0,489.0,469.0,249.0,2196,4.3,Fair
2862,2863,141.0,0.0,USA,19000000.0,13753931.0,132149,316.0,251.0,5000,16000.0,378.0,85.0,78.0,751,7.9,Good
4177,4178,103.0,0.0,USA,2540800.0,,150020,568.0,169.0,0,134.0,804.0,786.0,390.0,2510,8.3,Excellent
2714,2715,88.0,1.0,USA,15000000.0,6373693.0,11498,53.0,97.0,0,96.0,24000.0,971.0,360.0,25637,5.3,Fair
4350,4351,160.0,3.0,India,,95236.0,5018,38.0,15.0,1000,168.0,733.0,168.0,71.0,1182,6.4,Good
2883,2884,102.0,2.0,USA,13000000.0,17738570.0,351274,457.0,364.0,131000,139.0,8000.0,3000.0,850.0,13631,8.0,Good
4754,4755,94.0,0.0,UK,500000.0,237301.0,75669,451.0,344.0,19000,380.0,660.0,280.0,113.0,1118,6.4,Good
740,741,111.0,0.0,USA,60000000.0,71844424.0,33158,223.0,136.0,0,197.0,433.0,208.0,6.0,679,7.3,Good
1811,1812,110.0,3.0,Germany,27000000.0,22494487.0,262153,507.0,202.0,10000,118.0,13000.0,11000.0,1000.0,26451,7.8,Good
4994,4995,83.0,0.0,USA,42000.0,,733,7.0,34.0,234,3.0,695.0,571.0,69.0,1438,6.6,Good
1918,1919,124.0,0.0,USA,25000000.0,36447959.0,35833,96.0,151.0,10000,44.0,4000.0,774.0,367.0,6393,7.0,Good
4722,4723,122.0,0.0,USA,500000.0,33451479.0,17068,215.0,50.0,0,589.0,848.0,153.0,150.0,1164,6.5,Good
321,322,115.0,1.0,France,100000000.0,35024475.0,110364,261.0,266.0,0,521.0,13000.0,537.0,95.0,13761,6.9,Good
4831,4832,76.0,2.0,USA,300000.0,255352.0,4423,57.0,88.0,594,129.0,52.0,44.0,26.0,132,6.7,Good
